	userId	Reputation	Views	UpVotes	DownVotes	postId	Score	ViewCount	CommentCount	Outlier
26505	8101	748	194	152	1	13466	2	91	0	DownVotes
26507	8101	748	194	152	1	13469	1	346	3	DownVotes
26508	8101	748	194	152	1	13524	2	127	0	DownVotes
26509	8101	748	194	152	1	13836	4	472	0	DownVotes
26510	8101	748	194	152	1	13916	2	251	0	DownVotes
26512	8101	748	194	152	1	14422	0	120	4	DownVotes
26513	8101	748	194	152	1	14426	3	801	0	DownVotes
26514	8101	748	194	152	1	14673	8	4630	2	DownVotes
26515	8101	748	194	152	1	14679	1	734	2	DownVotes
26519	8101	748	194	152	1	15352	3	485	0	DownVotes
26521	8101	748	194	152	1	16327	4	2890	5	DownVotes
26522	8101	748	194	152	1	17231	2	351	2	DownVotes
26523	8101	748	194	152	1	17602	9	1418	0	DownVotes
26524	8101	748	194	152	1	18607	5	456	7	DownVotes
26525	8101	748	194	152	1	19328	1	1297	0	DownVotes
26527	8101	748	194	152	1	19792	4	2078	4	DownVotes
26529	8101	748	194	152	1	21715	1	185	0	DownVotes
26530	8101	748	194	152	1	23746	2	460	1	DownVotes
26531	8101	748	194	152	1	23747	1	251	0	DownVotes
26532	8101	748	194	152	1	23763	6	965	0	DownVotes
26533	8101	748	194	152	1	24170	1	271	4	DownVotes
26534	8101	748	194	152	1	24193	5	1010	2	DownVotes
26535	8101	748	194	152	1	25748	4	2876	0	DownVotes
26536	8101	748	194	152	1	28541	8	268	10	DownVotes
26537	8101	748	194	152	1	35332	2	148	1	DownVotes
26579	8114	311	70	26	3	20199	6	288	2	DownVotes
26580	8114	311	70	26	3	21807	5	891	2	DownVotes
26581	8114	311	70	26	3	22243	1	76	8	DownVotes
26582	8114	311	70	26	3	22439	0	330	1	DownVotes
26583	8114	311	70	26	3	22691	1	42	0	DownVotes
26584	8114	311	70	26	3	22920	1	678	4	DownVotes
26585	8114	311	70	26	3	23136	4	1089	2	DownVotes
26586	8114	311	70	26	3	23736	1	137	0	DownVotes
26587	8114	311	70	26	3	24530	0	117	4	DownVotes
26588	8114	311	70	26	3	26635	2	327	5	DownVotes
26589	8114	311	70	26	3	27023	0	114	5	DownVotes
26590	8114	311	70	26	3	27946	-2	4797	2	DownVotes
26591	8114	311	70	26	3	28872	1	234	0	DownVotes
26592	8114	311	70	26	3	29627	26	4298	0	DownVotes
26593	8114	311	70	26	3	29825	0	102	16	DownVotes
26594	8114	311	70	26	3	29890	0	47	1	DownVotes
26595	8114	311	70	26	3	29987	0	1789	10	DownVotes
26596	8114	311	70	26	3	30307	4	470	5	DownVotes
26597	8114	311	70	26	3	30521	7	1485	3	DownVotes
26598	8114	311	70	26	3	31280	2	870	8	DownVotes
26599	8114	311	70	26	3	33076	2	133	0	DownVotes
26600	8114	311	70	26	3	36082	0	104	0	DownVotes
26601	8114	311	70	26	3	37477	1	223	0	DownVotes
26602	8114	311	70	26	3	37587	6	3845	2	DownVotes
26603	8114	311	70	26	3	37947	-1	172	8	DownVotes
26604	8114	311	70	26	3	38894	-1	244	1	DownVotes
26605	8114	311	70	26	3	41409	0	179	0	DownVotes
26606	8114	311	70	26	3	41765	2	144	1	DownVotes
26607	8114	311	70	26	3	41863	8	139	3	DownVotes
26608	8114	311	70	26	3	43034	4	346	3	DownVotes
26609	8114	311	70	26	3	44717	1	361	8	DownVotes
26610	8114	311	70	26	3	45032	0	3018	5	DownVotes
26611	8114	311	70	26	3	45206	2	90	8	DownVotes
26612	8114	311	70	26	3	47706	0	110	2	DownVotes
26613	8114	311	70	26	3	48081	2	123	0	DownVotes
26665	8137	1047	176	25	2	20126	0	292	0	DownVotes
26666	8137	1047	176	25	2	20250	4	430	0	DownVotes
26667	8137	1047	176	25	2	20251	0	624	1	DownVotes
26668	8137	1047	176	25	2	21206	1	219	0	DownVotes
26669	8137	1047	176	25	2	21233	2	786	3	DownVotes
26671	8137	1047	176	25	2	22347	23	22258	0	DownVotes
26672	8137	1047	176	25	2	22555	0	84	0	DownVotes
26674	8137	1047	176	25	2	24022	9	8309	1	DownVotes
26675	8137	1047	176	25	2	24023	1	971	0	DownVotes
26676	8137	1047	176	25	2	24827	2	1348	1	DownVotes
26677	8137	1047	176	25	2	25668	3	1070	0	DownVotes
26678	8137	1047	176	25	2	26839	1	866	3	DownVotes
26680	8137	1047	176	25	2	27873	1	488	7	DownVotes
26684	8137	1047	176	25	2	28480	2	291	3	DownVotes
26690	8137	1047	176	25	2	32377	19	1876	16	DownVotes
26697	8137	1047	176	25	2	34663	3	263	0	DownVotes
26708	8141	3008	330	350	24	20130	4	380	4	DownVotes
26710	8141	3008	330	350	24	41267	4	193	2	DownVotes
26753	8165	995	81	66	4	20177	3	1069	0	DownVotes
26754	8165	995	81	66	4	31678	2	142	0	DownVotes
26777	8175	174	24	2	2	30383	6	121	1	DownVotes
26817	8205	210	79	8	3	20254	2	308	4	DownVotes
26832	8205	210	79	8	3	43766	2	238	3	DownVotes
27112	8402	5564	1250	270	44	20747	3	204	2	DownVotes
27118	8402	5564	1250	270	44	20806	10	2621	0	DownVotes
27119	8402	5564	1250	270	44	20904	3	587	4	DownVotes
27122	8402	5564	1250	270	44	21506	2	284	1	DownVotes
27124	8402	5564	1250	270	44	21833	3	384	2	DownVotes
27125	8402	5564	1250	270	44	22258	7	7677	0	DownVotes
27126	8402	5564	1250	270	44	22271	3	218	1	DownVotes
27128	8402	5564	1250	270	44	23935	5	674	3	DownVotes
27130	8402	5564	1250	270	44	23983	3	4615	8	DownVotes
27131	8402	5564	1250	270	44	24115	4	615	0	DownVotes
27132	8402	5564	1250	270	44	24353	5	241	0	DownVotes
27133	8402	5564	1250	270	44	24367	0	91	2	DownVotes
27135	8402	5564	1250	270	44	24537	2	387	1	DownVotes
27137	8402	5564	1250	270	44	25764	6	804	0	DownVotes
27140	8402	5564	1250	270	44	25972	1	84	4	DownVotes
27143	8402	5564	1250	270	44	26081	4	280	3	DownVotes
27144	8402	5564	1250	270	44	26401	1	211	7	DownVotes
27146	8402	5564	1250	270	44	26556	5	544	8	DownVotes
27147	8402	5564	1250	270	44	26743	2	290	0	DownVotes
27150	8402	5564	1250	270	44	26950	1	223	5	DownVotes
27153	8402	5564	1250	270	44	27617	4	395	9	DownVotes
27154	8402	5564	1250	270	44	27698	0	135	9	DownVotes
27155	8402	5564	1250	270	44	27762	1	145	0	DownVotes
27156	8402	5564	1250	270	44	28934	3	270	1	DownVotes
27158	8402	5564	1250	270	44	29544	0	119	2	DownVotes
27159	8402	5564	1250	270	44	29682	16	1002	16	DownVotes
27161	8402	5564	1250	270	44	29906	2	583	0	DownVotes
27162	8402	5564	1250	270	44	30013	4	219	6	DownVotes
27163	8402	5564	1250	270	44	30059	7	663	3	DownVotes
27165	8402	5564	1250	270	44	30797	7	502	0	DownVotes
27166	8402	5564	1250	270	44	30868	2	407	5	DownVotes
27167	8402	5564	1250	270	44	30870	2	1420	0	DownVotes
27168	8402	5564	1250	270	44	30877	5	608	3	DownVotes
27169	8402	5564	1250	270	44	30886	3	203	6	DownVotes
27171	8402	5564	1250	270	44	31208	3	65	17	DownVotes
27176	8402	5564	1250	270	44	32018	12	315	4	DownVotes
27179	8402	5564	1250	270	44	33066	6	324	13	DownVotes
27191	8402	5564	1250	270	44	35274	4	88	2	DownVotes
27194	8402	5564	1250	270	44	35738	3	135	0	DownVotes
27199	8402	5564	1250	270	44	36127	5	439	9	DownVotes
27200	8402	5564	1250	270	44	36128	4	96	0	DownVotes
27202	8402	5564	1250	270	44	37476	3	226	1	DownVotes
27203	8402	5564	1250	270	44	37707	4	98	5	DownVotes
27205	8402	5564	1250	270	44	38111	4	308	4	DownVotes
27210	8402	5564	1250	270	44	40934	0	164	0	DownVotes
27211	8402	5564	1250	270	44	41013	3	281	0	DownVotes
27212	8402	5564	1250	270	44	41056	3	144	4	DownVotes
27213	8402	5564	1250	270	44	41177	2	474	4	DownVotes
27216	8402	5564	1250	270	44	41510	2	193	8	DownVotes
27218	8402	5564	1250	270	44	43210	2	295	13	DownVotes
27219	8402	5564	1250	270	44	43832	1	128	0	DownVotes
27221	8402	5564	1250	270	44	44219	3	240	4	DownVotes
27223	8402	5564	1250	270	44	44743	7	321	4	DownVotes
27225	8402	5564	1250	270	44	46295	3	128	0	DownVotes
27227	8402	5564	1250	270	44	46644	1	170	14	DownVotes
27228	8402	5564	1250	270	44	46755	2	350	0	DownVotes
27236	8402	5564	1250	270	44	47628	2	47	0	DownVotes
27238	8402	5564	1250	270	44	48040	1	304	0	DownVotes
27398	8507	5115	719	733	25	25836	5	407	0	DownVotes
27418	8507	5115	719	733	25	31088	18	476	10	DownVotes
27420	8507	5115	719	733	25	31679	24	952	5	DownVotes
27462	8525	146	2	1	1	21078	4	128	2	DownVotes
27568	8580	1130	131	475	3	46929	1	26	5	DownVotes
27593	8605	2526	462	497	15	21300	1	471	0	DownVotes
27601	8605	2526	462	497	15	21437	1	136	0	DownVotes
27610	8605	2526	462	497	15	21600	1	464	0	DownVotes
27660	8605	2526	462	497	15	22653	15	3043	7	DownVotes
27687	8605	2526	462	497	15	35537	3	950	0	DownVotes
27796	8694	356	38	17	1	21547	5	266	0	DownVotes
27797	8694	356	38	17	1	22266	-1	461	8	DownVotes
27798	8694	356	38	17	1	27580	2	302	5	DownVotes
27799	8694	356	38	17	1	41714	1	198	4	DownVotes
27800	8694	356	38	17	1	44261	10	1186	6	DownVotes
27801	8694	356	38	17	1	45096	0	225	0	DownVotes
27802	8694	356	38	17	1	45292	5	80	0	DownVotes
27803	8694	356	38	17	1	46442	2	201	1	DownVotes
27824	8724	893	64	50	4	22017	7	663	0	DownVotes
27826	8724	893	64	50	4	22118	4	313	4	DownVotes
27828	8724	893	64	50	4	23042	10	4617	1	DownVotes
27829	8724	893	64	50	4	23079	3	1368	0	DownVotes
28097	8926	487	17	9	1	23520	3	754	0	DownVotes
28103	8926	487	17	9	1	38961	1	77	0	DownVotes
28105	8927	1354	430	100	5	23068	11	369	5	DownVotes
28106	8927	1354	430	100	5	23091	4	69	2	DownVotes
28107	8927	1354	430	100	5	23668	1	572	5	DownVotes
28114	8927	1354	430	100	5	25940	6	623	10	DownVotes
28115	8927	1354	430	100	5	26001	3	399	0	DownVotes
28118	8927	1354	430	100	5	26371	1	266	3	DownVotes
28121	8927	1354	430	100	5	26435	3	215	0	DownVotes
28132	8927	1354	430	100	5	28067	27	1134	6	DownVotes
28137	8927	1354	430	100	5	41621	4	80	1	DownVotes
28138	8927	1354	430	100	5	45933	0	260	0	DownVotes
28163	8960	567	90	147	11	24799	5	730	3	DownVotes
28215	9007	1318	309	456	31	22451	0	180	1	DownVotes
28217	9007	1318	309	456	31	23781	2	2044	3	DownVotes
28218	9007	1318	309	456	31	23785	14	882	3	DownVotes
28219	9007	1318	309	456	31	23841	2	221	4	DownVotes
28220	9007	1318	309	456	31	24079	1	635	0	DownVotes
28221	9007	1318	309	456	31	24604	4	152	5	DownVotes
28222	9007	1318	309	456	31	24605	2	457	3	DownVotes
28224	9007	1318	309	456	31	24978	2	502	0	DownVotes
28234	9007	1318	309	456	31	25506	18	1517	3	DownVotes
28235	9007	1318	309	456	31	25528	2	174	0	DownVotes
28236	9007	1318	309	456	31	25899	7	225	6	DownVotes
28239	9007	1318	309	456	31	26323	2	473	5	DownVotes
28244	9007	1318	309	456	31	27146	27	1413	0	DownVotes
28245	9007	1318	309	456	31	27213	4	496	6	DownVotes
28248	9007	1318	309	456	31	27508	1	177	2	DownVotes
28249	9007	1318	309	456	31	27512	10	369	9	DownVotes
28252	9007	1318	309	456	31	32370	6	331	11	DownVotes
28253	9007	1318	309	456	31	32984	7	195	1	DownVotes
28254	9007	1318	309	456	31	33814	2	184	3	DownVotes
28255	9007	1318	309	456	31	33823	7	745	4	DownVotes
28256	9007	1318	309	456	31	35220	10	573	1	DownVotes
28257	9007	1318	309	456	31	38452	1	62	5	DownVotes
28260	9007	1318	309	456	31	41726	23	1503	6	DownVotes
28263	9007	1318	309	456	31	43719	4	180	1	DownVotes
28412	9146	225	97	20	2	24012	2	751	0	DownVotes
28413	9146	225	97	20	2	24821	4	3292	0	DownVotes
28414	9146	225	97	20	2	24860	1	243	1	DownVotes
28415	9146	225	97	20	2	25165	1	267	2	DownVotes
28416	9146	225	97	20	2	25930	3	248	3	DownVotes
28417	9146	225	97	20	2	28425	2	1433	0	DownVotes
28419	9146	225	97	20	2	40421	2	399	4	DownVotes
28421	9146	225	97	20	2	41272	1	431	6	DownVotes
28422	9146	225	97	20	2	41361	7	725	3	DownVotes
28423	9146	225	97	20	2	41367	2	2232	0	DownVotes
28424	9146	225	97	20	2	41375	0	197	11	DownVotes
28425	9146	225	97	20	2	41923	4	505	0	DownVotes
28426	9146	225	97	20	2	43179	4	104	0	DownVotes
28469	9174	1921	267	154	11	22742	2	933	8	DownVotes
28470	9174	1921	267	154	11	25071	3	258	4	DownVotes
28471	9174	1921	267	154	11	26056	4	157	2	DownVotes
28479	9174	1921	267	154	11	27206	3	641	0	DownVotes
28481	9174	1921	267	154	11	27539	3	140	4	DownVotes
28486	9174	1921	267	154	11	28714	2	164	4	DownVotes
28490	9174	1921	267	154	11	31321	4	429	1	DownVotes
28496	9174	1921	267	154	11	32246	10	1175	8	DownVotes
28498	9174	1921	267	154	11	32682	6	190	0	DownVotes
28499	9174	1921	267	154	11	32976	2	164	0	DownVotes
28501	9174	1921	267	154	11	34257	9	420	0	DownVotes
28641	9249	1253	175	629	139	34926	19	1452	2	DownVotes
28654	9253	1076	263	165	5	22951	4	404	1	DownVotes
28656	9253	1076	263	165	5	23320	6	474	2	DownVotes
28664	9253	1076	263	165	5	26587	0	436	5	DownVotes
28674	9253	1076	263	165	5	30881	1	172	1	DownVotes
28676	9253	1076	263	165	5	38123	2	521	0	DownVotes
28721	9311	140	12	7	1	26829	4	249	5	DownVotes
28722	9311	140	12	7	1	31339	1	62	0	DownVotes
28767	9343	706	110	9	2	23218	0	147	5	DownVotes
28768	9343	706	110	9	2	23303	4	182	0	DownVotes
28772	9343	706	110	9	2	25726	1	269	2	DownVotes
28774	9343	706	110	9	2	32615	2	135	2	DownVotes
28775	9343	706	110	9	2	32684	2	44	0	DownVotes
28776	9343	706	110	9	2	32903	3	150	1	DownVotes
28777	9343	706	110	9	2	33269	5	316	9	DownVotes
28778	9343	706	110	9	2	34848	5	144	5	DownVotes
28780	9343	706	110	9	2	35237	2	189	2	DownVotes
28785	9343	706	110	9	2	37505	0	59	5	DownVotes
28787	9343	706	110	9	2	41918	3	143	3	DownVotes
28789	9343	706	110	9	2	44098	3	86	2	DownVotes
28790	9343	706	110	9	2	44689	3	152	3	DownVotes
28893	9394	9800	946	1273	54	37368	11	249	2	DownVotes
28900	9394	9800	946	1273	54	38403	21	938	6	DownVotes
28901	9394	9800	946	1273	54	38420	40	2962	5	DownVotes
28951	9426	407	57	48	5	645	11	2750	1	DownVotes
28952	9426	407	57	48	5	652	16	16577	12	DownVotes
28953	9426	407	57	48	5	868	3	792	1	DownVotes
28955	9426	407	57	48	5	20676	7	360	0	DownVotes
28956	9426	407	57	48	5	31749	3	50	6	DownVotes
28973	9444	406	60	15	13	23873	0	149	9	DownVotes
28974	9444	406	60	15	13	25565	1	113	3	DownVotes
29053	9529	134	27	15	1	44144	5	1028	3	DownVotes
29054	9529	134	27	15	1	45131	1	141	3	DownVotes
29055	9529	134	27	15	1	45782	0	347	8	DownVotes
29094	9568	1713	112	212	2	24011	4	92	0	DownVotes
29211	9651	360	98	67	8	26561	1	326	0	DownVotes
29217	9651	360	98	67	8	26851	2	163	0	DownVotes
29220	9651	360	98	67	8	27651	10	3548	5	DownVotes
29221	9651	360	98	67	8	28044	0	183	0	DownVotes
29222	9651	360	98	67	8	36036	2	59	4	DownVotes
29225	9657	283	51	101	1	24227	2	2691	5	DownVotes
29228	9657	283	51	101	1	42957	4	427	5	DownVotes
29290	9728	180	10	38	2	24398	4	1355	7	DownVotes
29291	9728	180	10	38	2	27341	3	187	4	DownVotes
29292	9728	180	10	38	2	30869	6	192	5	DownVotes
29293	9728	180	10	38	2	39299	1	143	1	DownVotes
29294	9728	180	10	38	2	43560	2	464	2	DownVotes
29305	9738	1725	217	246	1	24681	10	495	7	DownVotes
29531	9975	1766	108	111	1	25078	7	249	0	DownVotes
29535	9975	1766	108	111	1	25121	5	374	0	DownVotes
29541	9975	1766	108	111	1	25558	7	958	1	DownVotes
29550	9975	1766	108	111	1	28787	11	418	4	DownVotes
29595	10017	350	82	23	1	25007	6	1346	3	DownVotes
29596	10017	350	82	23	1	26413	5	771	7	DownVotes
29597	10017	350	82	23	1	29882	8	472	0	DownVotes
29598	10017	350	82	23	1	29912	1	206	4	DownVotes
29599	10017	350	82	23	1	30858	10	10032	0	DownVotes
29600	10017	350	82	23	1	30864	2	299	6	DownVotes
29601	10017	350	82	23	1	30948	4	789	4	DownVotes
29602	10017	350	82	23	1	31352	2	522	1	DownVotes
29603	10017	350	82	23	1	31501	1	149	12	DownVotes
29604	10017	350	82	23	1	31944	1	84	0	DownVotes
29605	10017	350	82	23	1	33243	4	76	1	DownVotes
29606	10017	350	82	23	1	33386	-1	410	2	DownVotes
29607	10017	350	82	23	1	35425	3	217	2	DownVotes
29608	10017	350	82	23	1	35557	3	141	2	DownVotes
29609	10017	350	82	23	1	35601	6	1705	3	DownVotes
29610	10017	350	82	23	1	37678	2	305	1	DownVotes
29611	10017	350	82	23	1	43562	1	116	7	DownVotes
29612	10017	350	82	23	1	44192	1	203	0	DownVotes
29620	10026	1151	214	138	13	29501	1	198	1	DownVotes
29626	10026	1151	214	138	13	32041	1	114	2	DownVotes
29628	10026	1151	214	138	13	37702	2	45	2	DownVotes
29630	10026	1151	214	138	13	38491	2	331	3	DownVotes
29633	10026	1151	214	138	13	45203	2	88	3	DownVotes
29634	10026	1151	214	138	13	45870	2	209	3	DownVotes
29636	10026	1151	214	138	13	46326	4	136	0	DownVotes
29687	10064	1097	111	226	2	25134	5	548	6	DownVotes
29688	10064	1097	111	226	2	27229	1	131	1	DownVotes
29690	10064	1097	111	226	2	29456	1	205	0	DownVotes
29691	10064	1097	111	226	2	30728	30	3067	17	DownVotes
29692	10064	1097	111	226	2	31115	5	169	7	DownVotes
29695	10064	1097	111	226	2	31751	8	773	2	DownVotes
29696	10064	1097	111	226	2	33335	3	179	1	DownVotes
29697	10064	1097	111	226	2	33460	2	198	0	DownVotes
29698	10064	1097	111	226	2	33747	0	272	0	DownVotes
29699	10064	1097	111	226	2	33987	3	131	1	DownVotes
29701	10064	1097	111	226	2	36176	3	465	7	DownVotes
29703	10064	1097	111	226	2	38165	1	144	2	DownVotes
29704	10064	1097	111	226	2	38712	0	148	8	DownVotes
29707	10064	1097	111	226	2	41405	2	543	6	DownVotes
29710	10064	1097	111	226	2	43146	1	273	0	DownVotes
29711	10064	1097	111	226	2	44993	3	161	1	DownVotes
29716	10064	1097	111	226	2	47840	9	1885	1	DownVotes
29732	10069	798	148	66	1	25139	3	417	2	DownVotes
29733	10069	798	148	66	1	26259	2	471	4	DownVotes
29734	10069	798	148	66	1	26598	4	257	1	DownVotes
29735	10069	798	148	66	1	32733	4	232	5	DownVotes
29736	10069	798	148	66	1	33133	2	494	7	DownVotes
29743	10069	798	148	66	1	40443	3	1434	0	DownVotes
29744	10069	798	148	66	1	41683	6	554	0	DownVotes
29747	10069	798	148	66	1	41906	6	561	8	DownVotes
29756	10069	798	148	66	1	44785	0	74	2	DownVotes
29943	10229	146	31	11	1	4058	7	4410	0	DownVotes
29956	10259	245	38	41	11	25591	4	781	3	DownVotes
30020	10322	661	98	137	6	25727	2	386	5	DownVotes
30031	10322	661	98	137	6	26261	9	797	3	DownVotes
30040	10322	661	98	137	6	28801	2	446	6	DownVotes
30041	10322	661	98	137	6	34140	2	77	0	DownVotes
30042	10322	661	98	137	6	45231	2	126	6	DownVotes
30053	10346	353	21	37	1	25804	6	3606	0	DownVotes
30064	10354	1506	124	88	14	25824	1	650	2	DownVotes
30066	10354	1506	124	88	14	27212	5	169	4	DownVotes
30068	10354	1506	124	88	14	29354	15	972	0	DownVotes
30071	10354	1506	124	88	14	29452	6	219	3	DownVotes
30072	10354	1506	124	88	14	29811	4	445	5	DownVotes
30081	10354	1506	124	88	14	32496	4	169	0	DownVotes
30083	10354	1506	124	88	14	32969	6	401	1	DownVotes
30086	10354	1506	124	88	14	35346	1	269	4	DownVotes
30087	10354	1506	124	88	14	35699	1	47	1	DownVotes
30092	10354	1506	124	88	14	38617	4	129	0	DownVotes
30123	10389	604	74	31	1	25875	5	1832	3	DownVotes
30124	10389	604	74	31	1	26230	10	707	1	DownVotes
30125	10389	604	74	31	1	26855	18	4306	2	DownVotes
30126	10389	604	74	31	1	26947	5	1647	3	DownVotes
30127	10389	604	74	31	1	27753	4	320	1	DownVotes
30128	10389	604	74	31	1	29486	6	478	1	DownVotes
30129	10389	604	74	31	1	30190	0	366	2	DownVotes
30131	10389	604	74	31	1	32083	1	207	1	DownVotes
30133	10389	604	74	31	1	33791	2	77	0	DownVotes
30134	10389	604	74	31	1	34769	17	2359	4	DownVotes
30135	10389	604	74	31	1	34859	14	7185	0	DownVotes
30136	10389	604	74	31	1	35336	1	209	0	DownVotes
30137	10389	604	74	31	1	35704	2	54	2	DownVotes
30138	10389	604	74	31	1	37737	0	98	4	DownVotes
30139	10389	604	74	31	1	38217	0	381	1	DownVotes
30140	10389	604	74	31	1	40639	3	1385	3	DownVotes
30141	10389	604	74	31	1	40666	0	457	2	DownVotes
30142	10389	604	74	31	1	41416	3	123	2	DownVotes
30143	10389	604	74	31	1	41801	1	401	0	DownVotes
30144	10389	604	74	31	1	44283	0	81	0	DownVotes
30145	10389	604	74	31	1	44541	2	209	0	DownVotes
30146	10389	604	74	31	1	44682	0	52	0	DownVotes
30147	10389	604	74	31	1	44745	1	706	0	DownVotes
30165	10416	404	60	68	1	25946	10	1156	4	DownVotes
30166	10416	404	60	68	1	26294	0	131	2	DownVotes
30167	10416	404	60	68	1	26901	2	340	2	DownVotes
30168	10416	404	60	68	1	27299	2	742	0	DownVotes
30169	10416	404	60	68	1	27768	1	85	0	DownVotes
30170	10416	404	60	68	1	28017	1	110	2	DownVotes
30171	10416	404	60	68	1	28529	0	97	4	DownVotes
30172	10416	404	60	68	1	28600	0	230	2	DownVotes
30173	10416	404	60	68	1	28726	2	128	0	DownVotes
30174	10416	404	60	68	1	28820	3	75	0	DownVotes
30175	10416	404	60	68	1	30110	0	85	2	DownVotes
30176	10416	404	60	68	1	35983	1	42	0	DownVotes
30177	10416	404	60	68	1	38099	3	189	7	DownVotes
30190	10435	481	109	11	1	44814	1	117	4	DownVotes
30205	10448	172	14	6	1	26029	1	167	1	DownVotes
30264	10500	1205	138	404	5	37586	0	753	0	DownVotes
30281	10500	1205	138	404	5	45745	1	376	4	DownVotes
30340	10524	2384	163	55	20	40731	2	210	2	DownVotes
30352	10530	280	24	110	5	47969	2	644	6	DownVotes
30354	10543	417	22	7	1	26300	63	14325	4	DownVotes
30385	10598	566	73	68	4	29901	4	310	0	DownVotes
30386	10598	566	73	68	4	35137	9	720	5	DownVotes
30387	10598	566	73	68	4	35208	2	186	3	DownVotes
30389	10598	566	73	68	4	41724	4	143	0	DownVotes
30390	10598	566	73	68	4	45394	1	180	0	DownVotes
30391	10598	566	73	68	4	45810	2	259	0	DownVotes
30392	10598	566	73	68	4	45848	1	201	0	DownVotes
30393	10598	566	73	68	4	48187	5	1042	0	DownVotes
30394	10598	566	73	68	4	48192	1	374	1	DownVotes
30409	10619	298	627	64	12	26485	6	1714	3	DownVotes
30410	10619	298	627	64	12	30397	4	1737	8	DownVotes
30412	10619	298	627	64	12	31851	-4	16957	5	DownVotes
30413	10619	298	627	64	12	31876	0	373	3	DownVotes
30414	10619	298	627	64	12	31920	1	176	6	DownVotes
30433	10630	487	31	61	6	28683	6	401	6	DownVotes
30444	10636	171	17	7	1	43471	28	2799	5	DownVotes
30483	10675	931	92	72	3	26611	6	1228	1	DownVotes
30486	10675	931	92	72	3	28916	0	444	4	DownVotes
30488	10675	931	92	72	3	33917	24	1685	10	DownVotes
30489	10675	931	92	72	3	34698	10	865	3	DownVotes
30490	10675	931	92	72	3	34832	4	1205	5	DownVotes
30491	10675	931	92	72	3	41241	2	312	3	DownVotes
30493	10675	931	92	72	3	43930	18	4109	0	DownVotes
30494	10675	931	92	72	3	46075	2	1668	1	DownVotes
30501	10683	442	64	107	1	27495	45	17382	8	DownVotes
30502	10683	442	64	107	1	27730	25	4976	0	DownVotes
30583	10776	130	74	36	1	26842	4	2051	3	DownVotes
30584	10776	130	74	36	1	32524	3	3687	3	DownVotes
30585	10776	130	74	36	1	33538	8	4791	1	DownVotes
30586	10776	130	74	36	1	33706	3	89	1	DownVotes
30587	10776	130	74	36	1	33755	1	4712	3	DownVotes
30588	10776	130	74	36	1	33871	-1	1362	1	DownVotes
30589	10776	130	74	36	1	33923	6	5671	0	DownVotes
30590	10776	130	74	36	1	34070	1	1320	1	DownVotes
30591	10776	130	74	36	1	34442	5	1057	1	DownVotes
30592	10776	130	74	36	1	34559	1	865	0	DownVotes
30593	10776	130	74	36	1	34741	0	5243	7	DownVotes
30594	10776	130	74	36	1	35192	2	473	4	DownVotes
30595	10776	130	74	36	1	35194	2	1021	0	DownVotes
30596	10776	130	74	36	1	35539	0	502	0	DownVotes
30671	10829	238	38	57	2	27248	2	387	7	DownVotes
30672	10829	238	38	57	2	27396	4	155	0	DownVotes
30674	10829	238	38	57	2	27553	16	3150	2	DownVotes
30675	10829	238	38	57	2	43949	2	404	4	DownVotes
30703	10849	7246	582	403	5	28715	6	1737	8	DownVotes
30784	10849	7246	582	403	5	30982	9	766	3	DownVotes
30793	10849	7246	582	403	5	33027	5	272	5	DownVotes
30815	10849	7246	582	403	5	34465	16	2358	5	DownVotes
30821	10849	7246	582	403	5	36086	12	316	4	DownVotes
30837	10849	7246	582	403	5	43097	4	92	0	DownVotes
30890	10908	659	68	4	1	28161	2	113	0	DownVotes
30894	10908	659	68	4	1	29084	3	211	0	DownVotes
30923	10926	157	20	34	2	38832	2	221	0	DownVotes
30924	10926	157	20	34	2	40344	0	289	0	DownVotes
30925	10926	157	20	34	2	44647	7	4229	4	DownVotes
31002	11030	1293	147	518	2	27627	4	576	0	DownVotes
31003	11030	1293	147	518	2	27750	18	3888	5	DownVotes
31005	11030	1293	147	518	2	32155	4	243	0	DownVotes
31011	11030	1293	147	518	2	36171	3	634	0	DownVotes
31012	11030	1293	147	518	2	36320	1	248	20	DownVotes
31019	11030	1293	147	518	2	37709	2	76	0	DownVotes
31023	11030	1293	147	518	2	38107	0	160	7	DownVotes
31029	11030	1293	147	518	2	39211	0	897	4	DownVotes
31068	11032	22275	7395	2619	42	27656	9	1489	10	DownVotes
31101	11032	22275	7395	2619	42	27821	5	362	7	DownVotes
31181	11032	22275	7395	2619	42	28815	1	395	14	DownVotes
31265	11032	22275	7395	2619	42	29614	10	882	4	DownVotes
31584	11032	22275	7395	2619	42	32742	11	990	8	DownVotes
31671	11032	22275	7395	2619	42	33848	9	594	7	DownVotes
31729	11032	22275	7395	2619	42	34582	6	2199	16	DownVotes
31857	11032	22275	7395	2619	42	35956	32	1449	6	DownVotes
31860	11032	22275	7395	2619	42	36006	8	246	2	DownVotes
31937	11032	22275	7395	2619	42	37794	6	541	0	DownVotes
31957	11032	22275	7395	2619	42	38023	12	489	9	DownVotes
31997	11032	22275	7395	2619	42	38552	6	265	9	DownVotes
32066	11091	1159	140	185	5	27772	5	948	7	DownVotes
32067	11091	1159	140	185	5	35173	4	422	0	DownVotes
32072	11091	1159	140	185	5	36201	5	251	0	DownVotes
32304	11314	231	9	6	1	28474	19	3400	7	DownVotes
